0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
0.0,-0.2408572253028645,4.0,3.0,-0.7876646179730474,0.0,1.0,0.9184771676276685,1.0,0.0,1.0469866784197936,1.0,-1.279356394351672,2.0,0.0,-0.7049259983890862,2.0,-0.4282895663715403,0.0,0.0,1
0.0,1.2525737273156552,4.0,3.0,1.0483520466538259,0.0,1.0,0.9184771676276685,1.0,1.0,1.0469866784197936,3.0,-1.103451486562359,2.0,0.0,1.0270789116578085,1.0,-0.4282895663715403,1.0,0.0,2
0.0,1.6342807040623806,2.0,4.6996842172735835,0.9536850806843387,4.0,3.2332280724245277,0.9184771676276685,1.2332280724245277,0.0,0.35192174893253275,2.2332280724245277,-0.2826544964311857,2.0,1.0,-0.7049259983890862,3.0,-0.4282895663715403,1.0,0.0,2
0.19925022851387897,0.056709233276075466,2.0,0.800749771486121,1.8472470662840952,4.0,3.601499542972242,-1.7645135849361147,2.0,0.0,1.0469866784197936,1.398500457027758,1.1138735709718863,2.0,2.0,-0.7049259983890862,2.0,1.7843089652536257,1.0,0.0,2
1.0,0.2569530922366421,2.0,1.0,-0.18121200925169992,4.0,4.0,0.9184771676276685,2.0,0.0,1.0469866784197936,3.0,0.03993041406817406,0.0,2.0,-0.7049259983890862,2.0,-0.4282895663715403,1.0,0.0,1
2.2793098095894635,1.2525737273156552,4.0,0.0,0.9815970488975859,0.0,1.6396549047947317,0.9184771676276685,0.6396549047947317,0.0,-0.11268460141737635,0.7206901904105365,-0.8641601080286324,1.3603450952052683,1.0,1.0270789116578085,2.0,-0.4282895663715403,0.6396549047947317,0.0,2
3.0,-0.738667542842371,2.0,9.0,-0.7780946469412086,0.0,2.0,-0.8701833340815202,3.0,0.0,-0.7659772668958666,0.0,-0.8395941248783899,2.0,1.0,-0.7049259983890862,2.0,-0.4282895663715403,1.0,1.0,1
0.6323058305935795,3.2438149974736814,2.0,7.735388338812841,1.2007639075287209,0.0,2.7353883388128413,0.9184771676276685,2.0,0.3676941694064205,1.0469866784197936,3.0,0.3736075105437993,2.0,1.264611661187159,-0.7049259983890862,2.0,-0.4282895663715403,0.0,0.0,2
1.0,-0.738667542842371,4.0,4.0,0.10695045181811628,0.0,2.0,-1.7645135849361147,1.0,0.0,-1.6724592395536968,0.0,-1.103451486562359,2.0,1.0,-0.7049259983890862,1.0,-0.4282895663715403,0.0,0.0,1
3.0,-0.4897623840726178,4.0,4.0,-0.6930282377693071,2.0,2.0,-0.8701833340815202,3.0,0.0,-0.7659772668958666,1.0,1.0074074069093943,2.0,1.0,1.0270789116578085,1.0,-0.4282895663715403,0.0,0.0,1
0.0,0.2569530922366421,2.0,9.0,1.1685083496091366,0.0,2.0,-0.8701833340815202,3.0,0.0,-0.7659772668958666,2.0,-1.279356394351672,1.0,1.0,-0.7049259983890862,1.0,-0.4282895663715403,0.0,0.0,1
1.0,-0.2408572253028645,2.0,4.0,-0.020649161939735913,2.0,1.0,-1.7645135849361147,3.0,0.0,0.1405047057619635,0.0,-0.9275465787730462,2.0,0.0,-0.7049259983890862,2.0,-0.4282895663715403,0.0,0.0,1
1.0,1.2002642595187196,2.0,3.3579683538457124,0.008143327573066905,1.0,2.0,-0.22989947869583605,1.3579683538457124,1.3579683538457124,1.0469866784197936,1.6420316461542876,-1.279356394351672,2.0,0.0,-0.7049259983890862,2.0,-0.4282895663715403,0.0,0.0,2
0.0,-0.681784101917267,1.1142673000556877,4.0,-0.9084737387210967,0.0,2.0,0.9184771676276685,1.2285346001113755,0.0,0.9434054308550296,0.0,-0.9953988537880732,0.0,1.0,-0.7049259983890862,1.1142673000556877,-0.4282895663715403,0.0,0.0,2
3.0,1.2525737273156552,3.0,9.0,2.2332562377441034,0.0,1.0,-1.7645135849361147,0.0,0.0,-1.6724592395536968,2.0,-0.6636892170890771,2.0,1.0,1.0270789116578085,2.0,-0.4282895663715403,0.0,0.0,2
2.92214063493891,-0.2699266217362285,1.0,0.03892968253054485,1.111181547760401,0.0,4.0,-0.8701833340815202,1.961070317469455,0.0,1.0469866784197936,3.0,0.42362641452869054,0.0,1.038929682530545,0.9596525103683379,3.0,2.3348689263480744,1.0,0.0,2
3.0,-0.2408572253028645,1.0,0.0,1.1295195787386818,0.0,4.0,-0.8701833340815202,2.0,0.0,1.0469866784197936,3.0,0.3037877757521432,0.0,1.0,1.0270789116578085,3.0,2.3348689263480744,1.0,0.0,2
0.0,0.2569530922366421,2.0,4.0,-0.45519673545953254,0.0,2.0,-0.8701833340815202,2.0,0.0,1.0469866784197936,0.0,-1.279356394351672,2.0,0.0,-0.7049259983890862,1.0,2.3348689263480744,0.0,0.0,2
2.0,-0.4897623840726178,2.0,9.0,-0.20708637537481994,0.0,3.0,-0.8701833340815202,2.0,0.0,1.0469866784197936,1.0,-0.8395941248783899,2.0,0.0,-0.7049259983890862,2.0,-0.4282895663715403,1.0,0.0,1
0.0,0.2569530922366421,2.0,0.0,0.07938631026458887,0.0,3.5257626912996303,0.07022762511845004,2.0,1.0,-0.812684097356394,0.4742373087003696,0.24755780871974886,2.0,1.0,-0.7049259983890862,2.0,-0.4282895663715403,0.4742373087003696,0.0,2
1.0,2.4293826167219184,2.8180147659224932,7.0,1.050708051232153,0.0,3.6360295318449865,0.9184771676276685,2.0,0.0,1.0469866784197936,3.0,1.1432163853156823,2.0,2.0,-0.7049259983890862,2.0,-0.4282895663715403,0.0,0.0,2
